,Name,Reviews,Rating
5657,Debasish  Sarkar,Not working after 15daysREAD MORE,
5658,Flipkart Customer,GOOD LOOK BEST PERFOMENCE.READ MORE,5
5659,Flipkart Customer,NiceREAD MORE,5
5660,Himanshu Patel,It was a nice watchREAD MORE,5
5661,Puneet raj Choudhary,Best watch with all necessary features in this segment.Display is quite good battery is fair.Strap is of good quality & very soft material.Overall very very satisfied with this amazing watch.It fulfills my requirements.All Received one month zee free subscription & 3 months gaana subscription.3months extended warranty total 15 months.Go for it it is far better than other watches and clones available in market.READ MORE,5
5662,Flipkart Customer,Worth the priceREAD MORE,4
5663,Bhagbat Patra,"It's good, I am using it, only few days, so can't tell about it, but over all its good .READ MORE",4
5664,Flipkart Customer,Beautiful watchREAD MORE,5
5665,Sabyasachi Mohanty,Nice productREAD MORE,5
5666,Naveen Yenagandula,Best for the price!READ MORE,5
5667,Anand Amarkant,after 30 days battery and touch not workingREAD MORE,
5668,Kishore Raju ch,Don't buy this product..Not worthable at all.READ MORE,
5669,Kuldeep Mandal,ExcellentREAD MORE,5
5670,Krishan Kant  Sharma ,Nice smart watch in this priceREAD MORE,5
5671,Raju Yuva,Good product and it's value for moneyREAD MORE,4
5672,Anson Kurian,It's amazing.  Nice product.READ MORE,5
5673,Ramgopal Singh,Nice watch at this price segmentREAD MORE,4
5674,Akshay  Bhate ,Owesome productREAD MORE,4
5675,Vikas  Kumar ,Best in the marketREAD MORE,5
5676,Kankana Das,"As shown as picture, Go for it ❤️READ MORE",4
5677,Flipkart Customer,Product quality was gud.i like it very much.READ MORE,5
5678,Flipkart Customer,Product was very excellent ☺️READ MORE,5
5679,Flipkart Customer,Good oneREAD MORE,4
5680,Sanjay Kumar,It's really amazing and value saving product and body finish is like apple watchREAD MORE,5
5681,prakash patil,excellent productREAD MORE,5
5682,Harsh Kumer,WATCH BATTERY OKAY FEATURES ARE GOOD VALUE FOR MONEYREAD MORE,
5683,Rahul  Soni,NiceREAD MORE,5
5684,Flipkart Customer,Good for the price but suddenly it gets off automatically.READ MORE,3
5685,Flipkart Customer,It is so great ! I feel love itREAD MORE,5
5686,Ravi kumar Yadav,"Excellent , good looking and much better other than any at this priceREAD MORE",5
5687,Flipkart Customer,Such a great product at such a low price. It measures accurate BP&SPO2.Sleep monitor is also good. It's a great smartwatch for health concerns peopleREAD MORE,5
5688,Partha Sarathi Dey,Very nice product in that price segment.READ MORE,5
5689,Sudhir Dhadankar,Awesome but please also add some more features like of change music and find my device by watchREAD MORE,5
5690,Amir  Khan,Great this watchREAD MORE,4
5691,Manish Kumar Verma,Product is ok in this price range. But no customized screen available.READ MORE,4
5692,Flipkart Customer,"Amazing product, thank you Flipkart for the serviceREAD MORE",4
5693,Gautam Netalkar ,"Nice watch working very smoothly till now no issues.liked the wake on touch function very much,  a good watch with low price .Very nice packings and fast delivery thanks FlipkartREAD MORE",5
5694,shasikanta  pradhan,SupperREAD MORE,5
5695,RAJAI HRITIK,OVERALL A BEST PRODUCT TO USEREAD MORE,5
5696,Flipkart Customer,GoodREAD MORE,5
5697,Koushal  Patidar,It was awesome and worth itREAD MORE,5
5698,Sanjeev  Kumar,SuperREAD MORE,5
5699,Adrita Sarkar,GoodREAD MORE,3
5700,Jasbindar singh Palsingh,Ok watchREAD MORE,3
5701,Mehboob Ali ,Nice 👍READ MORE,4
5702,Tripurari  Kumar,Good productREAD MORE,5
5703,Flipkart Customer,Nice watchREAD MORE,4
5704,Maharshi  Goud  Koduri,GoodREAD MORE,5
5705,Brijesh Prajapati,OsmREAD MORE,4
5706,Lalit Kumar,nice watch but scree n is so small😞😞😞😞😞😞READ MORE,
5707,pooja malhan,Excellent productREAD MORE,4
5708,Jatin Naik,Small display but value for money niceREAD MORE,4
5709,Pabitra Kumar Nayak,Product is good but it would be betterREAD MORE,4
5710,Flipkart Customer,Nice one......READ MORE,4
5711,Satveer singh,Battery is very very poorREAD MORE,
5712,Ommahajan,Good experienceREAD MORE,5
5713,Abhishek  Rai ,Wrost productREAD MORE,
5714,Flipkart Customer,Not bad 👍👍READ MORE,4
5715,Flipkart Customer,Very nice productREAD MORE,4
5716,Kajal Kamboj,BadREAD MORE,5
5717,Dilip kumar,bad glass quality . scratch after few days.READ MORE,3
5718,akshay,Ok okREAD MORE,3
5719,Flipkart Customer,Excellent productREAD MORE,5
5720,muhammed shafeeque,GoodREAD MORE,5
5721,Kartick Chandra Das,Fantastic &; cost effective watch with good battery backup.READ MORE,5
5722,Kaushik  Das,Battery not goodREAD MORE,3
5723,Munesha N,Not bad value of money good productREAD MORE,3
5724,Sathvik Sp,OkokREAD MORE,3
5725,Manoranjan  Sahoo,Pls go for it…READ MORE,5
5726,Vignesh Kumar,OkREAD MORE,3
5727,Kathir Vinoth,Everything is fine.....but call attending facility like accept or decline option is not available....if it is there everything is fine for the price quotedREAD MORE,5
5728,Flipkart Customer,Good productREAD MORE,4
5729,Flipkart Customer,"Very nice product😍,I loved it 👌🥰,READ MORE",4
5730,Ayan shaikh,The best product I have been purschaseREAD MORE,4
5731,Siddhish  Ranjan ,"Very good product , just need some better understanding.READ MORE",5
5732,Zameer Pasha,Very good at less rate thanks flipkart ❣️READ MORE,5
5733,Mukesh Rathod,Nice productREAD MORE,4
5734,Amol  Surashe,Best....READ MORE,5
5735,Flipkart Customer,Not goodREAD MORE,
5736,Anvesh Konda,SuperbREAD MORE,5
5737,Sayali Patil,Very good quality I'm Happy with this productREAD MORE,5
5738,Sunita Chetri,Nice oneREAD MORE,4
5739,KOUSHIK MONDAL,Good product.READ MORE,5
5740,Ishan Gautam,Nice productREAD MORE,5
5741,Rakesh Jena,ImpressiveREAD MORE,5
5742,Anand  Singh,don't buy money waste product the senser is only for  so off   [the senser measure the heart rate /spo2/and BP of books and clothes ]this is not good the company should have improve there senser even the senser is not able to recognize living thing[human] or non living thingREAD MORE,
5743,Kartikeya Mishra,Battery backup is too bad Charging time is too slow.READ MORE,
5744,Flipkart Customer,Display cracked in first dayREAD MORE,
5745,Flipkart Customer,This is wonderful watch I just loved itREAD MORE,5
5746,Flipkart Customer,Battery bacup changilla yaru taglobidiREAD MORE,
5747,Tarun  Thakur,Good product at this range 👌READ MORE,5
5748,Himanshu Sood,OkeyREAD MORE,3
5749,Emon Das,GoodREAD MORE,5
5750,Ajit Upadhyay,Very Good Smart Watch. All can buy without single thought. Go for it. Value for money.READ MORE,4
5751,Shaik  Rahim,Waste of watch don't buy ...READ MORE,
5752,Flipkart Customer,"Nice one,,,READ MORE",5
5753,Vinodh Chinipalli,The watch is very stylish and all the features are very good. If anyone is looking for a perfect smart watch for all your daily activities then this watch is the best👍👍READ MORE,5
5754,Santosh Sonava,Battery performence is not good but over all a very nice & decent watchREAD MORE,5
5755,Flipkart Customer,Screen is very smallREAD MORE,3
5756,Flipkart Customer,Good one 👍READ MORE,4
5757,Flipkart Customer,This watch is best Best for everyoneREAD MORE,4
5758,RAVI RK,Very goodREAD MORE,4
5759,Sumit Misal,"Paisa wasool product 🤗🔥Good points1. Quality of product 2. Touch and auto wake with hand raise3. No need to buy oximeter 4. Notification Cons:1. Can't receive, diconnect call from watch2. Can't dial call from phone, no phonebookREAD MORE",4
5760,Flipkart Customer,"Good product, best budget Smart watchREAD MORE",5
5761,sadanandam Dontharaveni,WasteREAD MORE,
5762,rishi pawar,Superb watchREAD MORE,5
5763,Flipkart Customer,The watch js really amazing value for money everything is amazing not expecting this type of features and functions in this lower range I am really satisfied with this watch keep making and keep growing..READ MORE,3
5764,Flipkart Customer,Very coolREAD MORE,5
5765,Sekhar Emandi,NiceREAD MORE,5
5766,Flipkart Customer,Good product 👍READ MORE,5
5767,Nitin  Solanki ,NiceREAD MORE,5
5768,Flipkart Customer,Nice watchREAD MORE,5
5769,BALAN SWAMI,Quality productREAD MORE,5
5770,vishal kumar,Good value for MoneyREAD MORE,5
5771,Flipkart Customer,Nice productsREAD MORE,5
5772,Amrutha,Nice productREAD MORE,5
5773,JITESH  Sathe ,Verry good productREAD MORE,5
5774,Annu Kumar gupta,Really i lv this productREAD MORE,3
5775,Riju  Chatterjee,Bad totallyREAD MORE,
5776,Nitin Shinde,One of the best watch I had ever seen. Good quality less moneyREAD MORE,5
5777,Venkataramana Kasula,superb product . back up is excellent.READ MORE,5
5778,Vijay Gupta,NiceREAD MORE,5
5779,Flipkart Customer,Nice product 👍👍👍READ MORE,5
5780,Keshav Patidar,Very fabulous product. Best suitable for pocketREAD MORE,5
5781,Rajeev Thiruvali,Stopped in one month not chargingREAD MORE,
5782,Sandhya Pati,Fast delivery Nice smart watch in low budgetLooks-10/10READ MORE,5
5783,Supriya reddie Masanagari,GoodREAD MORE,4
5784,Flipkart Customer,It is totally goodREAD MORE,5
5785,Flipkart Customer,Watch is amazing. I really loved it ❤️✨READ MORE,5
5786,Shanu Kumar,I like the product but this should have some more features like music and phoneREAD MORE,5
5787,Paras  Madhray ,Amazing productREAD MORE,5
5788,Shivam Gaur,Everything is goodREAD MORE,4
5789,Umair Ali,Nice ProductREAD MORE,5
5790,Ayush Tripathi,Simply goodREAD MORE,4
5791,Mohammed Tanveer,Product is very nice... To use.. Easy to use... We can buy this product for this low price... Thank u Flipcard..READ MORE,4
5792,Rajendra Majhi,Product always attractive and awesome working like so mch smart Watch value for money 🤑💰🤍🤍❤️❤️🥰🥰READ MORE,5
5793,Flipkart Customer,Not start smartwatch charger problemREAD MORE,
5794,Aayan Ali,NiceREAD MORE,5
5795,NISCHAY SHARMA,The best watch I had ever used But the problem is it takes a lot time to charge And it is amazing in performance..READ MORE,4
5796,Rahul  Yaduvanshi,Very nice productREAD MORE,5
5797,Navnath  Nirgude,Nice watch and value for money.I am satisfied at this price.READ MORE,5
5798,Flipkart Customer,Design is very good I love itREAD MORE,4
5799,Flipkart Customer,Just started using the watch. Seems to be good and value for money.READ MORE,5
5800,Neeraj Gupta,AwesomeREAD MORE,5
5801,Mohit yadav,Good product value for moneyREAD MORE,4
5802,shree nath ray,BadREAD MORE,
5803,Prèet Goraya,Nic watch value of moneyREAD MORE,3
5804,akshay wailkar,Nice oneREAD MORE,5
5805,shankar bagad,GoodREAD MORE,5
5806,Rani  Bhondve,Worth a moneyREAD MORE,5
5807,Flipkart Customer,SuperbREAD MORE,5
5808,Subhashree  Pattnaik ,Very useful and effective 👌 👍.READ MORE,3
5809,Flipkart Customer,It would be best if the display was a litter bigger but all in all an amazing productREAD MORE,5
5810,Saurabh  Yadav,Value for moneyREAD MORE,5
5811,Sahil Gupta,The product is value for money do buy itREAD MORE,4
5812,Kundan Kumar Thakur,It's my first smart watch and my experience of 4 days is wonderful....It's amazing..👌👌I like it 👌👌READ MORE,5
5813,Debanjan Banerjee,"Very Bad Experience all together, not charging and also touch is not working properly.  Watch is not getting on.READ MORE",
5814,ABHIJEET  GAIKWAD,Nice watch in this price rangeREAD MORE,4
5815,Devendra kubade,Nice productREAD MORE,5
5816,Zakir  Husain ,NiceREAD MORE,5
5817,Ravikant Customer,Very goodREAD MORE,5
5818,Flipkart Customer,Nice productREAD MORE,5
5819,Neil  Singh,VERY NICE PRODUCTSREAD MORE,5
5820,Flipkart Customer,Very nice watchREAD MORE,5
5821,Flipkart Customer,Value for Money Product. Best smartwatch available in this price range with all the necessary features. Definitely a must buy..Happy with the purchaseREAD MORE,5
5822,Akash Behera,Value of price . Good product 👍👍👍👍👍👍👍👍👍👍👍👍👍READ MORE,5
5823,Flipkart Customer,Very third class productREAD MORE,
5824,Pratik Rathod,Smart product in less priceREAD MORE,4
5825,Flipkart Customer,"It just awesome 😍😎Display, battery backup, features are the bestREAD MORE",5
5826,Sangamesh Sangamesh,It is good but some app r not working pls make ensure itREAD MORE,4
5827,manoj kumar,LGREAD MORE,3
5828,Sugan Kumar  K,not worthyREAD MORE,
5829,Sarat  Saharia,Not working after a few daysREAD MORE,
5830,Pitambar Behera,Awesome productREAD MORE,5
5831,Flipkart Customer,Very badREAD MORE,
5832,Binaya kumar,Nice product..READ MORE,5
5833,Mathew TO,Good watchREAD MORE,5
5834,Jitendra Kumar,Good product good dilivery ecom express. On time dilivery I'm happyREAD MORE,5
5835,Flipkart Customer,Value for moneyREAD MORE,5
5836,Laxmi Chauhan,Very good watchREAD MORE,5
5837,THOMAS MATHEW,Very good watch.Good looking. Plenty of options for watch faces. Budget watch. Does the job.READ MORE,5
5838,SK NASIM Akhtar ,SERVICE IS VERY POOR REGARDING THE DELIVRYWATCH BATTERY IS NOT WORKING PROPERLYREAD MORE,
5839,BasavarajNb BasavarajNb,Wee watch greatREAD MORE,4
5840,Flipkart Customer,Amazing productREAD MORE,4
5841,Ayaz Ahmad,Cool and stylish smart watch in reasonable price segment..you can go for itREAD MORE,5
5842,Hemraj Meena,Nice productREAD MORE,5
5843,balraj talakokkula,Very good product this smart watch 💖🤩READ MORE,5
5844,Meera Gurude,It is great I love it goes with everything easy to connect with phoneREAD MORE,5
5845,Dibesh Swain,"Very good product, good battery lifeREAD MORE",5
5846,Suman  Saha,Nice watchREAD MORE,3
5847,Yamuna Kumari,The watch so amazing 😍 and I loved it 🥰READ MORE,5
5848,JOHN  Rufus ,Worth for moneyREAD MORE,5
5849,Saman Bano,Beautiful watchREAD MORE,5
5850,Flipkart Customer,Good productREAD MORE,4
5851,Flipkart Mohna,Nice product good ❤🥰✨😘READ MORE,5
5852,Flipkart Customer,GoodREAD MORE,5
5853,Razz Singh,Product is awesome nd stylish Even battery life is goodREAD MORE,4
5854,Flipkart Customer,Amazing product 😍READ MORE,5
5855,ankit agrawal,Best product i like itREAD MORE,5
5856,Flipkart Customer,"Very good product,in this priceREAD MORE",5
5857,Mukul Nare,Nice watchREAD MORE,3
5858,Hariprasad Meghwal Rodu,So nice productREAD MORE,5
5859,Amit Sarna,Best watch having BP monitorREAD MORE,5
5860,Karan  Poddar,Nice product👌👌👌READ MORE,5
5861,Kruship Dobariya,Superb With this Price... Good To Buy... Highly Recommended....READ MORE,4
5862,Anilkumar  Chevala,SuperREAD MORE,5
5863,KANITHI BHANU SANKAR,Good fire boltt smart watch.. battery backup super... Charging in  and out 1hr. But checking process average ex . heart rate.BP checkREAD MORE,4
5864,Flipkart Customer,"Main feature in smart watch is raise to wake. Lagging here. Most of the time it fails. Need to tap to see time. Charger design failed to stick on the watch . It keep coming out . Magnet is not strong. Very bulky. Full charge taking more than 2 hours, staying for 3 days. Brightness is good. Other features like SP02... are just in paper. Comfortable to wear. Need to improve a lot.***Feedback after 6 month. Worst battery🔋 not getting charged even after 7 hrs of charge it struck to 40% m...READ MORE",
5865,VIJAY K,Blood pressure measurement not accurate.READ MORE,3
5866,Ashutosh Tiwari,Nice productsREAD MORE,3
5867,Abhijeet Pathak,the watch is very good it is value for money. no other brands are giving so much features in this price range.dont thik go for it.READ MORE,5
5868,Flipkart Customer,Maximum 2days keep charge .READ MORE,5
5869,Ananda C J,Battery only one dayREAD MORE,
5870,Ajith pathipaka,Good productREAD MORE,4
5871,Saurabh  Sharma,GoodREAD MORE,5
5872,JACKY  KUMAR,Nice watchREAD MORE,5
5873,Dalchand,Very bad qualityREAD MORE,
5874,Sahabuddin mallick  Mallick,Not bad.READ MORE,3
5875,Sagar gupta  Gupta,Very niceREAD MORE,5
5876,Flipkart Customer,Needs more optimization to smooth experience . Ui can be improvised .......otherwise good productREAD MORE,4
5877,Jasmin  Khanapure,Nice productREAD MORE,5
5878,Flipkart Customer,Very niceREAD MORE,4
5879,SHIVAM SINGH,Value for money🤑💸💵💴💶💰💳READ MORE,5
5880,Yo,Watch is automatic metric not working just 15 days only by himREAD MORE,
5881,HARIOM SHARMA,Use less productREAD MORE,
5882,Mr.  Shajahan,Good in this price 👍READ MORE,5
5883,PRADEEP SINGH,Very goodREAD MORE,5
5884,Flipkart Customer,Good qualityREAD MORE,5
5885,Thanuku Goutham Raj Guptha,Superb valued for moneyREAD MORE,5
5886,Shubham Karande,"watch is nice, battery backup good, but touch is not working..very bad touchREAD MORE",3
5887,Shilpa Bhandari,No Battery BackupREAD MORE,
5888,Annpurna Meshram,It was a good product I like this Smart watch !READ MORE,4
5889,Manik Rajangale,"Very nice we are happy with its performance, value fir money. Thanku flipkartREAD MORE",5
5890,Flipkart Customer,Bad not waterproofREAD MORE,
5891,Flipkart Customer,"Good product, value for moneyREAD MORE",5
5892,Manish Bhagat,Not work side batan veri bad wachREAD MORE,
5893,Flipkart Customer,Quite good in this price ...genuine rate plus excellent features must buy productREAD MORE,5
5894,Muthu GR,Value for moneyREAD MORE,5
5895,Dipai Nag,Excellent Smartwatch .....!! Go For ItREAD MORE,5
5896,Shallu Vithlani,I have ordered this smartwatch from Flipkart for my younger brother's birthday.... though I got this product delivery late but it's worth waiting..My brother liked the smartwatch ...nice product by firebolt in such a tempting priceREAD MORE,5
5897,Guddu Kumar,It's quite good smart watchREAD MORE,3
5898,amar pandit,NiceREAD MORE,4
5899,Flipkart Customer,"Awesome smartwatch, But delivery is to late😐👍READ MORE",5
5900,Flipkart Customer,Nice.....READ MORE,5
5901,Manoj Manu,This wacth is the best wacth for this price😍😍❤️READ MORE,5
5902,AKSHAY DANDEKAR,Amazing product full value for money! Go for it...READ MORE,5
5903,Ganapathy Subramaniam Swaminathan,Worth to buyREAD MORE,5
5904,Deepak  Kumar,Nice productsREAD MORE,5
5905,Shushant Upadhyay,Very good product 👌👌READ MORE,5
5906,Flipkart Customer,Nice watchREAD MORE,5
5907,Manohar Choudary,"Great watch at a budget, got it for 1500 and best watch in this lroce range.READ MORE",5
5908,Flipkart Customer,Value for moneyREAD MORE,5
5909,Jay shankar  Chauhan,Like itREAD MORE,4
5910,Flipkart Customer,I liked the watch.It is stylish as it looked before ordering.It has good touch and battery.READ MORE,5
5911,Brishti  Malik,Super product 😊READ MORE,5
5912,Ganesh Sawant,Very niceREAD MORE,5
5913,Suman Ghosh,All over value for moneyREAD MORE,4
5914,Flipkart Customer,Structure and outlook was awesome.loved the features.READ MORE,5
5915,Flipkart Customer,Awesome WatchREAD MORE,4
5916,Vinel  Naidu ,FoodREAD MORE,4
5917,shubham  paswan,Very poor display and tach qualityREAD MORE,
5918,Vipul Sawant,Nice 🙂READ MORE,5
5919,Mahaveer prasad Yadav,Very bad product missingREAD MORE,
5920,Kamlesh  Singh,Very nice productREAD MORE,5
5921,Flipkart Customer,Excellent. Quality.  And. Smart features.READ MORE,5
5922,S Sri Hemanth,Super product just buy itREAD MORE,5
5923,Ankit Srivastava,Nice  watch 😊READ MORE,3
5924,Flipkart Customer,Nice productREAD MORE,5
5925,NARENDRA GINGIRA,Nice product as this rangeREAD MORE,4
5926,Flipkart Customer,"Very nice smartwatch,READ MORE",5
5927,Srikanth Erra,Not badREAD MORE,3
5928,Flipkart Customer,Nice productREAD MORE,5
5929,Flipkart Customer,This product is super and value for moneyREAD MORE,5
5930,kilari venkatesh,Good watch performance nice and battery backup also superaREAD MORE,4
5931,Borigi Kiran Kumar,Good oneREAD MORE,4
5932,Vikas Kumar,Vibration Very Light otherwise allover good productREAD MORE,4
5933,Vishal Shinde,Good quality..READ MORE,3
5934,Anuj Sondkar,It's is awesomrREAD MORE,5
5935,SHEETAL MUNOT,A superb product at this price. Looks and quality of the watch is really good. Value for money.READ MORE,5
5936,Flipkart Customer,It stopped functioning after 2months of use....waste of moneyREAD MORE,
5937,nikhil rao,Its awsmeREAD MORE,5
5938,Periassmy M,Very good productREAD MORE,5
5939,saurav garg,Nice productREAD MORE,5
5940,NIDHI DADICHILUKA,Nice one good trackingREAD MORE,4
5941,F.Gurung,Very good watch at this price....I gifted to my wife she just loved it.READ MORE,5
5942,Flipkart Customer,Good productREAD MORE,5
5943,Dilip Motwani,Watch is very good it was for my son and he is enjoyingREAD MORE,4
5944,Flipkart Customer,Good productREAD MORE,5
5945,abhinay chouksey,Bettry drain fasterREAD MORE,3
5946,Flipkart Customer,"Nice product Fire-Boltt quality are best touch screen watch It's very stylish watch ,full metal body ,cheap prices, It's super dupar watch ⌚👌READ MORE",5
5947,Inamul Khan,NaicREAD MORE,5
5948,Allu suresh,Good lookingREAD MORE,4
5949,Sefajul Rahman,THIS IS VERY GOOD PRODUCT. I LOVE THISREAD MORE,5
5950,sai praveen,Excellent productREAD MORE,5
5951,Runa  Kumari,"Good product,READ MORE",4
5952,Vikas Kumar,WonderfulREAD MORE,5
5953,khalid hasan,Nice watchREAD MORE,3
5954,Sujeet Kumar,Not good workREAD MORE,
5955,Flipkart Customer,So nice ❤️👍READ MORE,4
5956,Anshu  Singh,Awsome product recived . Dilevry is also so good assome watch value for moneyREAD MORE,5
5957,Ragini Mourya,Worth to have this watch in this cost After trying so many watch for my nephew thn select this one to have  for him.READ MORE,5
5958,Sowndarya  Somu,"A good and decent buy from Flipkart and I gifted this watch to my friend, he felt happy and satisfied with this smartwatch. Thank you FlipkartREAD MORE",4
5959,Girish Customer,niceREAD MORE,5
5960,Shahood Akhtar,Nice....READ MORE,4
5961,Munna tembhurne Munna tembhurne,It was too good must buy...READ MORE,5
5962,Sumit Sharan,Good productREAD MORE,5
5963,Nesan Nesan,Nice watch.. ❤️READ MORE,4
5964,Mohammad shadab khan,"Lovely stylish watch at good price, awesome product at genuine price . All the features and functions well. Its really beautiful and great watch. Just go for this watch without any second thought. FULL PAISA WASOOL😍🤩😍🤩😍🤩😍🤩😍🤩READ MORE",5
5965,Flipkart Customer,Worth the price.very nice &affordable  purchaseREAD MORE,5
5966,Flipkart Customer,"Nice, value for moneyREAD MORE",5
5967,Flipkart Customer,I just love the watch 😍😍Its osm !! & Trustly go for itREAD MORE,5
5968,Flipkart Customer,Good productREAD MORE,4
5969,Nowhitha Vemuri,Good looking watch with all features are good and easy to handle.Best smartwatch within price and flexible to use.READ MORE,5
5970,Flipkart Customer,It is good product but need more updation for smooth functioning of watchREAD MORE,3
5971,Smruti Ranjan Bal,Good battery backup with classy look.READ MORE,5
5972,Geeta Sakkari,It's fineREAD MORE,3
5973,Flipkart Customer,Worth the Money!READ MORE,5
5974,Sumit  Kumar,Bad quality product.READ MORE,
5975,Flipkart Customer,GoodREAD MORE,5
5976,Flipkart Customer,This is best watchREAD MORE,5
5977,Flipkart Customer,"This is the best birthday gift for my husband arrived in time. He just loved it. It is the best watch at affordable price nice featurez , design also very nice display is cool. Overall love this product. A must buy..READ MORE",5
5978,Flipkart Customer,Bluetooth is not connecting properly. and without a bluetooth connection watch time does not show properly. Waste of money BAKWASSSREAD MORE,
5979,Deepak  Kumar,Activity tracker is not always active that results in inaccuracies. Sleep tracker data getting lost don't know why and how?READ MORE,
5980,Sovan Das,Very nice!READ MORE,4
5981,Aadesh Pandey,Very nice product. Easy and very comfortable to wearREAD MORE,5
5982,Flipkart Customer,This watches is Bast I am Happy 😊READ MORE,5
5983,AbhishEk PandEy,"Good stylish product, will recommend to everyone.READ MORE",4
5984,Sarath Kumar,AverageREAD MORE,3
5985,Priya Priya,GoodREAD MORE,5
5986,Zahir Tamboli,"Everything is good ! It is value for money overall very good product screen quality is good but the screen is small as compared to the ads shown but nice experience in this price point ! charger is also good and features are there ! watch faces are available in the app , overall good watch in this price point  UI is superb as compared to boat watch not jitter UI is best 👍READ MORE",5
5987,Craig  Gonsalvaz,Over all...its a good product..... recommended....go for it.... superb... delivery part is very poor.... please please improve it....so sadREAD MORE,4
5988,SANDEEP Lakra,A budget smartwatch with excellent quality and features.READ MORE,5
5989,Prashant  Shinde,Nice products superb 👌👌👌👍👍READ MORE,5
5990,Dr. Yogendra  sharma,Best in this price segment.....I m using Before boat storm.....But bolt is much better .....READ MORE,5
5991,Rohit Mali,Bad watchREAD MORE,
5992,Flipkart Customer,Good..READ MORE,5
5993,Sahil Ansari,Watch is AwesomeLike it🎉♥️♥️Battery backup is NicePerformance is Out standing....Nice Product....👌🏻👌🏻👌🏻READ MORE,5
5994,Tejani Manishkumar Ravjibhai,Very good 👌👌👌READ MORE,5
5995,Rishipal  dhiman ,Very goodREAD MORE,5
5996,Flipkart Customer,Nice quality product must buyREAD MORE,5
5997,Flipkart Customer,"Worst product, function only for one day. Waste of money.READ MORE",
5998,Ranjan Kumar Parida,Don't waste your money in this product. Screen didn't respond after only 15 days of usage.READ MORE,
5999,Charu Chauhan,Nice watchREAD MORE,5
6000,Karthikeyan ,Not worth for moneyREAD MORE,
6001,NanDu Yadav RachaBanti,Not as expectedREAD MORE,3
6002,Moin k,Nice watch. All 6 features are good. while using for camera can take picture only. Video option should also be developed.READ MORE,4
6003,Hanif hani Shaik,Best Product I Got Thank youREAD MORE,5
6004,Md Afzalur  Rahman,AwesomeREAD MORE,4
6005,Flipkart Customer,Its goodREAD MORE,3
6006,Monty,AwesomeREAD MORE,5
6007,Flipkart Customer,The watch is not working after a few days. Customer is disappointed by this product.READ MORE,3
6008,Praveen  Goyal,"Its my first smart watchLovely stylish watch at good price, gorgeous watch as describe, arrived promptly before time, well packed, happy with my purchase, you won't find a better watch than this at this price, well made watch, you won't be disappointed.READ MORE",4
6009,Prajyot  Satarkar ,Overall goodREAD MORE,4
6010,Prasad Boddapu,NiceREAD MORE,5
6011,Akashdeep  Singh,Amazing productREAD MORE,5
6012,Flipkart Customer,The watch is just okay.READ MORE,3
6013,Flipkart Customer,This watch is worth and working fine.READ MORE,
6014,Pranav Pachchigar,Good Value for moneyREAD MORE,5
6015,Gayatri Nandollimath,Good productREAD MORE,4
6016,Vaibhavi  Salkar,PLEASE DON'T BUY.JUST IGNORE ALL THE OTHER REVIEWS IF YOU WANT TO SAVE YOUR MONEY.IT'S ABSOLUTELY NOT WORTH IT. JUST PUT A THOUSANDS BUCKS MORE AND BUY A GOOD WATCH. THE ACTIVITY TRACKING IS COMPLETELY INACCURATE.DON'T BUY.READ MORE,
6017,Ramen  Das,ExcellentREAD MORE,5
6018,Flipkart Customer,"Worth of money, excellent colour good features  i like this watchREAD MORE",5
6019,Flipkart Customer,It too goodREAD MORE,3
6020,NISHANT KUSHWAHA,This product is very niceREAD MORE,
6021,Flipkart Customer,WE ARE VERY BAD POLICY FOR FLIPKART AS PER CALL BACK PROCESS HAS BEEN RUFUND OPTION IS AVILABLE BUT ANY OTHER PERSON HAS BEEN NOT AVILABLE WE NOT SMART WATCH NOT UPGRADE WATCHESREAD MORE,
6022,Flipkart Customer,Good product👍READ MORE,5
6023,Flipkart Customer,"Product is not upto mark, really disappointed and moreover product is not refundableREAD MORE",
6024,Flipkart Customer,I like itREAD MORE,4
6025,Ashish  Ranjan,Watch is not working .READ MORE,
6026,Subrata  Dhara,Good product on this price range call notification feature available.READ MORE,4
6027,Aditya  Narayan Khamari ,Best watch with best price... I loved this watchREAD MORE,5
6028,Flipkart Customer,Very nice watchREAD MORE,5
6029,vatsala pandey,Awesome productREAD MORE,5
6030,Nikita Bharti,In this money ...provided too many features....worth 9f moneyREAD MORE,4
6031,Flipkart Customer,Good productREAD MORE,5
6032,Flipkart Customer,This watch is awesome...I really loved it...READ MORE,5
6033,Karan Kumar,Nice watch❤😘👍i like this watchREAD MORE,4
6034,mohd vafee,GoodREAD MORE,4
6035,Abhijeet Kamble,Very good product and valu for moneyREAD MORE,5
6036,Niaz Noor,Awesome watch would be great if it came with the physiological reminder for women.READ MORE,5
6037,Raji Reddy Yellu,This is a good product and value for money.And style wise soo goood.READ MORE,4
6038,Sukanya Kshirsagar,It's nice product l love it🥰READ MORE,5
6039,Flipkart Customer,Nice productREAD MORE,4
6040,Flipkart Customer,Very nice watchREAD MORE,5
6041,mahesh chintu,GoodREAD MORE,5
6042,ignatius  martins,"Heart rate, bp monitor n spo2 not working properly, connectivity issue gets disconnected often, sleep time is 2 fast,, display is small as compared to shown in picREAD MORE",3
6043,Suman Pal,Loved itREAD MORE,5
6044,Flipkart Customer,Very good product❤️❤️READ MORE,5
